url,title,rating,reviews,initial_price,final_price,currency,image,seller_name,breadcrumb,product_specifications,product_description,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,colors,variations,color,returns_and_warranty,is_super_seller,promotions,brand,product_variation,lazmall,domain,number_sold,gmv,anomaly_columns
https://www.lazada.co.id/products/dioda-damper-dmv-1500-tv-polytron-new-original-super-i6872778045-s13022944107.html,DIODA DAMPER DMV 1500 TV POLYTRON NEW ORIGINAL SUPER,4.6,27.0,0.0,10000.0,IDR,"[""https://img.lazcdn.com/g/ff/kf/Sc92f4b3c99c0454fb5154a4c17216ce2z.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sc92f4b3c99c0454fb5154a4c17216ce2z.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sbe605ee6711744598f6a3b63e78f8884m.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S1c305188f1864c939b5b520a4fe394468.jpg_120x120q80.jpg_.webp""]",YUDIANA YUDI SPERPAT ELEKTRONIK,"[""Televisi & Video"",""Televisi Digital""]","[{""name"":""Merek"",""value"":""TR""},{""name"":""SKU"",""value"":""6872778045_ID-13022944107""},{""name"":""Fitur TV"",""value"":""Televisi Digital""},{""name"":""Ukuran Layar (Inci)"",""value"":""21inci""},{""name"":""TV Resolution"",""value"":""HD (720p)""},{""name"":""Jenis Garansi"",""value"":""tidak ada jaminan""}]",TR. dioda power suplai tv polytron led 32 pld 32 d905w. mesin tv u slim polytron 29in second. mesin tv tabung polytron u slim 21. panel tv led polytron pld 32t7511. playback tv polytron minimax ori,0.96,1.0,1.0,6872778045_ID-13022944107,6872778045.0,null,[],,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,[],TR,[],False,https://www.lazada.co.id,111.0,1110000.0,rating
https://www.lazada.co.id/products/victus-laptop-gaming-hp-amd-ryzen-5-nvidia-geforce-8gb-16gb-ram-512gb-ssd-silver-blue-windows-11-home-156-inch-garansi-2-tahun-official-i8208846537-s14616530834.html,Victus Laptop Gaming HP AMD Ryzen 5 NVIDIA GeForce 8GB / 16GB RAM 512GB SSD Silver / Blue Windows 11 Home 15.6 Inch Garansi 2 Tahun Official,0.0,0.0,17555000.0,16499000.0,IDR,"[""https://img.lazcdn.com/g/p/3440632c069eddd825c561221deb3d6c.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/3440632c069eddd825c561221deb3d6c.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/57e4d43a95f62a1e67a7da6614a91130.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/347b1be35156b27994be2d39ab9ac9af.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/3f36263e805c786ca7c1daa4efa730cd.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8765a8835fd60ddf56d254fead4ac45a.png_80x80q80.png_.webp""]",HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""8208846537_ID-14616530837""},{""name"":""Ukuran layar"",""value"":""15.6 Inci""},{""name"":""Sistem Memori"",""value"":""16GB & Ke Atas""},{""name"":""Memori Grafis"",""value"":""8GB & Ke Atas""},{""name"":""Condition"",""value"":""Baru""},{""name"":""Graphic Card Series"",""value"":""RTX 4060 8GB""},{""name"":""Model"",""value"":""Intel""},{""name"":""processor_type_series"",""value"":""AMD Ryzen""},{""name"":""Tipe Prosesor"",""value"":""Single-core""},{""name"":""Jenis Garansi"",""value"":""Garansi Lokal""}]","HP 15 6 Inci. laptop baru 2024 murah cuci gudang. laptop hp terbaru 2024 ram 8. laptop hp elitebook 745 g6. laptop hp terbaru 2024 ori. laptop untuk kuliah ram 16. Operating System: Windows 11 Home Single Language. Processor: AMD Ryzen 5 8645HS up to 5.0 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads). Display: 39.6 cm 15.6 diagonal FHD display. Webcam: HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones",0.96,1.0,1.0,8208846537_ID-14616530834,8208846537.0,null,"[{""name"":""Varian"",""variations"":[""15-fb2997AX"",""15-fb2999AX"",""15-fb2666AX"",""15-fb2667AX"",""15-fb2777AX"",""15-fb2779AX""]}]",,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",True,[],HP,"[{""name"":""Varian"",""value"":""15-fb2666AX""}]",True,https://www.lazada.co.id,0.0,0.0,final_price
https://www.lazada.co.id/products/laptop-hp-15s-fq5148tu-core-i3-uhd-4gb-8gb-ram-512gb-ssd-w11-156-inch-intel-garansi-2-tahun-14s-dq5115tu-official-i7113060757-s14155800952.html,Laptop HP 15s-fq5148TU Core i3 UHD 4GB & 8GB RAM 512GB SSD W11 15.6 Inch Intel Garansi 2 Tahun / 14s-dq5115TU / Official,5.0,47.0,6499000.0,6099000.0,IDR,"[""https://img.lazcdn.com/g/p/23782d5f1bd37a89cc88a6cc1d200daa.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/23782d5f1bd37a89cc88a6cc1d200daa.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/abf190deeebe7ded32ce2a5f3a127c31.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/4643df2c889a053e8d1ab546ab7973db.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/59baa5214453afb2d3b65ff3146b1db0.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d14081b924431293bcbfd62bf82a65b5.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2aa4680c168ddb7c0ef34c3b518d4659.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/a32810251310cc23c4d27e6424bc2189.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/6cb63d52926cad0cf5af38789493f7eb.jpg_120x120q80.jpg_.webp""]",HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""7113060757_ID-14155800952""},{""name"":""MPN"",""value"":""8R298PA""},{""name"":""Ukuran layar"",""value"":""14""},{""name"":""Storage_Type"",""value"":""SSHD""},{""name"":""input_voltage"",""value"":""Lainnya""},{""name"":""Sistem Memori"",""value"":""8 GB""},{""name"":""Memori Grafis"",""value"":""-""},{""name"":""Kapasitas Hard Drive Capacity"",""value"":""512GB""},{""name"":""Tipe Lapto"",""value"":""traditional laptops""},{""name"":""Condition"",""value"":""Baru""},{""name"":""Graphic Card Series"",""value"":""Tidak tersedia""},{""name"":""Optical Disk Drive"",""value"":""Tidak""},{""name"":""Pointing Device"",""value"":""Panel Sentuh""},{""name"":""Model"",""value"":""-""},{""name"":""processor_type_series"",""value"":""Intel Core i3-1000 Series""},{""name"":""Adaptor AC"",""value"":""Tidak""},{""name"":""Tipe Prosesor"",""value"":""Single-core""},{""name"":""Jenis Garansi"",""value"":""Garansi Produsen Lokal""},{""name"":""Masa Garansi"",""value"":""1 Tahun""}]","HP SSHD 14. payleter lazada kredit laptop. laptop azus 14 inchi terbaru. laptop hp terbaru 2024 ori. laptop untuk kerja kantor. laptop intel terbaru 2024. Laptop HP 15s-fq5148TU 4GB 8U215PA. Laptop HP 15s-fq5148TU 8GB 8U215PA-8GB. Laptop HP 14s-dq5115TU 8R298PA. Color: Natural silver. Operating System: Windows 11 Home Single Language. Processor: Intel® Core i3-1115G4. Processor Family: 11th Generation Intel® Core i3 processor. Memory: 4 GB. Internal Storage: 512 GB PCIe® NVMe M. 2 SSD. Storage Type: SSD. Display: 14"". Ports: 1 SuperSpeed USB Type-C® 5Gbps signaling rate, 2 SuperSpeed USB Type-A 5Gbps signaling rate, 1 HDMI 1.4b, 1 AC smart pin, 1 headphone/microphone combo. Pointing Device: HP Imagepad with multi-touch gesture support, Precision Touchpad support. Audio Features: Dual speakers. Webcam: HP True Vision 720p HD camera with integrated dual array digital microphones. Keyboard: Full-size, backlit, natural silver keyboard. Wireless: Realtek RTL8821CE-M 802.11a/b/g/n/ac 1x1 Wi-",0.96,1.0,1.0,7113060757_ID-14155800952,7113060757.0,"[""14s-dq5115TU""]","[{""name"":""Warna"",""variations"":[""14s-dq5115TU""]}]",14s-dq5115TU,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""1 Tahun Garansi Produsen Lokal""]",True,[],HP,"[{""name"":""Warna"",""value"":""14s-dq5115TU""}]",True,https://www.lazada.co.id,91.0,555009000.0,final_price|gmv
https://www.lazada.co.id/products/printer-hp-deskjet-2336-all-in-one-print-scan-copy-usb-2377-2335-1216-garansi-1-tahun-fotocopy-kertas-a4-f4-cetak-murah-color-colour-warna-official-i5183778347-s9702626285.html,Printer HP DeskJet 2336 All in One ( Print Scan Copy ) USB / 2377 / 2335 / 1216 / Garansi 1 Tahun Fotocopy Kertas A4 F4 Cetak Murah Color Colour Warna Official,5.0,177.0,990000.0,880000.0,IDR,"[""https://img.lazcdn.com/g/p/bf68d11f46c85761ada6c68141708638.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/bf68d11f46c85761ada6c68141708638.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d22faa5f42ca40ae01f935c54137d644.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/820b01d78884a5f9420c990a3b73fee2.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0ff3fff07c0f73120478fd0acbdaac45.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0bd10d0c78451377b05bc56513cff2c8.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e5d95fea984ece1aa18fa6701057ec71.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/efb538f28faf1cd5d1fef3711909a77a.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/dd4afde754fd51ca0522629f35eaf1b2.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6f8a25f44874c114596f8d14da0b7a9f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7561b78ede76521489b0526d99ecfa4b.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8ccfc231702d20abadd1981118311b00.jpg_80x80q80.jpg_.webp""]",HP,"[""Pencetak & Monitor"",""Printer"",""Printer Ink Jet""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""5183778347_ID-9702626285""},{""name"":""Gtin"",""value"":""0196188254004""},{""name"":""Voltase Input"",""value"":""100-240 V""},{""name"":""Tipe Fungsi Printer"",""value"":""Multi-Fungsi""},{""name"":""Kecepatan Print"",""value"":""1-10ppm""},{""name"":""Warna Mono"",""value"":""Warna""},{""name"":""Model"",""value"":""7WQ07B""},{""name"":""Print 2 Sisi"",""value"":""Tidak""},{""name"":""Tipe Garansi"",""value"":""Garansi Produsen Lokal""},{""name"":""Masa Garansi"",""value"":""1 Tahun""}]","HP. printer bluetooth buat hp kertas hvs. mesin printer untuk laptop dan hp. mesin printer untuk cetak foto. mesin printer dan foto kopi. printer portable panjang a4. Color or black: Color. Connectivity: 1 Hi-Speed USB 2.0. Wireless capability: No. Max output capacity: Up to 25 sheets. Number of print cartridges: 2 1 each black, tri-color). Replacement cartridges: EMEA: HP 653 Tri-color Original Ink Advantage Cartridge 200 pages yield 3YM74AE, HP 653 Black Original Ink Advantage Cartridge 360 pages yield 3YM75AE. APJ: HP 682 Tri-color Original Ink Advantage Cartridge 150 pages yield 3YM76AA, HP 682 Black Original Ink Advantage Cartridge 480 pages yield 3YM77AA. LAR: HP 667 Tri-color Original Ink Advantage Cartridge 100 pages yield 3YM78AL, HP 667 Black Original Ink Advantage Cartridge 120 pages yield 3YM79AL, HP 667XL Black High-Yield Original Ink Advantage Cartridge 480 pages yield 3YM81AL, HP 667XL Tri-Color High-Yield Original Ink Advantage Cartridge 330 pages yield 3YM80AL, HP 667 ",0.96,1.0,1.0,5183778347_ID-9702626285,5183778347.0,"[""2336 Putih""]","[{""name"":""Warna"",""variations"":[""2336 Putih""]}]",2336 Putih,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""1 Tahun Garansi Produsen Lokal""]",True,[],HP,"[{""name"":""Warna"",""value"":""2336 Putih""}]",True,https://www.lazada.co.id,409.0,359920000.0,final_price|gmv
https://www.lazada.co.id/products/roda-koper-roda-pengganti-roda-double-wheel-roda-putar-360-i7766536110-s14251418035.html,"RODA KOPER, RODA PENGGANTI, RODA DOUBLE WHEEL, RODA PUTAR 360",5.0,2.0,0.0,65000.0,IDR,"[""https://img.lazcdn.com/g/p/abc4f89073ba5380c9cb7e648002e32f.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/abc4f89073ba5380c9cb7e648002e32f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f3384852543734988859c293ebbfce8f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f45a707b1dd7e3898f34320acbd8d277.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/925c863f08b7a68165ee916f7148640d.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8f73389288712f0a881cbc0ec53cc4e1.jpg_80x80q80.jpg_.webp""]",dewi05588,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7766536110_ID-14251418035""}]",WAJIB CHAT ADMINLANGSUNG BELI = NO RETURN,0.96,1.0,1.0,7766536110_ID-14251418035,7766536110.0,null,"[{""name"":""RODA"",""variations"":[""AUDI""]}]",,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,[],Tidak Ada Merk,"[{""name"":""RODA"",""value"":""AUDI""}]",False,https://www.lazada.co.id,2.0,130000.0,final_price
https://www.lazada.co.id/products/tas-koper-troli-lucu-anak-perempuan-garsel-harga-grosir-i125726947-s6724258028.html,TAS KOPER TROLI Lucu ANAK PEREMPUAN GARSEL HARGA GROSIR,4.0,4.0,0.0,165000.0,IDR,"[""https://img.lazcdn.com/g/p/9d00702fef4f02e6c1aa048b902fc361.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9d00702fef4f02e6c1aa048b902fc361.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/70c61cab53df6a0abcacbaf6a43999a5.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Se88fd50a6b584237a54c78be1ba60f6bh.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/465733fefe7a3fbe3cffd8b656239671.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/4f6ab0dd8a0b8131ff333850dfdeefc0.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ba745f337a45c54dbccd6f1115763d44.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ac57cc6d6f6a6a44fa060a9a3afe9015.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sf0f7990ab8dd43e0b7f7cb934dba2d26t.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/mdc/ef69cc7e18a3bb4c43fb26633208d84b.jpg_80x80q80.jpg_.webp""]",Shoes Distribution,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Garsel Fashion""},{""name"":""SKU"",""value"":""125726947_ID-11441956643""},{""name"":""Bahan"",""value"":""Dolby""},{""name"":""Ukuran koper"",""value"":""16 - 19 inci""},{""name"":""Model"",""value"":""GWI 5872""},{""name"":""Material Case Koper"",""value"":""Softcase""},{""name"":""Tahan Air/Anti Air"",""value"":""Tahan Air""},{""name"":""Rekomendasi Pengguna"",""value"":""uniseks""},{""name"":""Tipe Garansi"",""value"":""Pemasok Garansi""},{""name"":""Masa Garansi"",""value"":""1 Bulan""}]",Garsel Fashion Softcase Dolby uniseks. tas koper mini untuk anak sekolah. tas sekolah model koper anak tk. koper baju yang bisa di naikin. tas koper anak yang bisa jalan. koper yg bisa di dudukin anak. BAHAN DOLBY. PANJANG 27 CM. TINGGI 34 CM. LEBAR 12 CM,0.81,0,0,125726947_ID-6724258028,125726947.0,"[""Merah Jambu"",""GWI 5912"",""GWI 6528"",""GWI 5874"",""KKM 6530"",""GWI 6529"",""Kuda Pony"",""Jagoan""]","[{""name"":""Warna"",""variations"":[""Merah Jambu"",""GWI 5912"",""GWI 6528"",""GWI 5874"",""KKM 6530"",""GWI 6529"",""Kuda Pony"",""Jagoan""]}]",GWI 6529,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""1 Bulan Pemasok Garansi""]",False,[],Garsel Fashion,"[{""name"":""Warna"",""value"":""GWI 6529""}]",False,https://www.lazada.co.id,17.0,2805000.0,final_price|rating
https://www.lazada.co.id/products/roda-koper-double-wheel-kanan-kiri-cocok-uk-koper-18-20-22-24-i6592868993-s12533564353.html,"Roda Koper Double Wheel Kanan Kiri Cocok Uk. Koper 18, 20, 22, 24",5.0,3.0,150000.0,105000.0,IDR,"[""https://img.lazcdn.com/g/p/262c841812dc01cf3c63aadfc84249ba.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/262c841812dc01cf3c63aadfc84249ba.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/26fbfcb844678b83ee5615d4cfe626ed.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c8b5d60a3f269965c0112cda76056c5e.jpg_80x80q80.jpg_.webp""]",AzamS505,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""No Brand""},{""name"":""SKU"",""value"":""6592868993_ID-12533564354""},{""name"":""Tahan Air/Anti Air"",""value"":""Tahan Air""},{""name"":""Rekomendasi Pengguna"",""value"":""uniseks""},{""name"":""Tipe Garansi"",""value"":""tidak ada jaminan""}]",uniseks. koper polo fiber hardcase 24 inch. koper polo twin 20 inch roda 4. roda koper kecil 4 roda 4baud. koper murah dibawah 100 ribu. tas pakaian koper roda anak. Roda Koper 360 Derajat. Roda Koper 360 Derajat,1.0,0,0,6592868993_ID-12533564353,6592868993.0,"[""Set 2pcs"",""Set 4pcs""]","[{""name"":""Warna"",""variations"":[""Set 2pcs"",""Set 4pcs""]}]",Set 2pcs,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,[],No Brand,"[{""name"":""Warna"",""value"":""Set 2pcs""}]",False,https://www.lazada.co.id,11.0,1155000.0,final_price
https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s13990362196.html,"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER",4.6,15.0,0.0,43000.0,IDR,"[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7578640280_ID-14521834361""}]",Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,1.0,1.0,7578640280_ID-13990362196,7578640280.0,null,"[{""name"":""HANDEL"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,[],Tidak Ada Merk,"[{""name"":""HANDEL"",""value"":""lojel biru dongker""}]",False,https://www.lazada.co.id,56.0,2408000.0,final_price|rating
https://www.lazada.co.id/products/wiwa-tas-travel-bag-koper-selempang-anak-spiderman-ukuran-besar-i738740213-s1025756100.html,WIWA Tas Travel Bag Koper Selempang Anak Spiderman Ukuran Besar,4.9,56.0,0.0,100000.0,IDR,"[""https://img.lazcdn.com/g/p/ec665e931534f44f64dc43e9c615c706.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ec665e931534f44f64dc43e9c615c706.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/1490284989c741a3a397a389f70554e0.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0c1dc80b162258549f3d2005d9a05744.jpg_120x120q80.jpg_.webp""]",WIWA,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""No Brand""},{""name"":""SKU"",""value"":""738740213_ID-11149090339""},{""name"":""Bahan"",""value"":""Kulit""},{""name"":""Ukuran koper"",""value"":""16 - 19 inci""},{""name"":""Model"",""value"":""travelbag""},{""name"":""Opsi Pengiriman Instant"",""value"":""ya""}]","Kulit. TRAVEL BAG/TAS TRAVEL. UKURAN 40X28X15CM. BAHAN SPONS TEBAL ANTI AIR. BISA DIJINJING DAN DISELEMPANG. DOUBLE RESLETING, BISA DIGEMBOK. DI DALAMNYA TERDAPAT RESLETING KANTUNG JARING. BAGIAN BAWAH TERDAPAT PIJAKAN KAKI AGAR TAS TIDAK MUDAH KOTOR. BISA MUAT BAJU 10PCS, BUAT BEPERGIAN 2-3 HARI. COCOK UNTUK MUDIK, TRAVELING. TRAVEL BAG/TAS TRAVEL. UKURAN 40X28X15CM. BAHAN SPONS TEBAL ANTI AIR. BISA DIJINJING DAN DISELEMPANG. DOUBLE RESLETING, BISA DIGEMBOK. DI DALAMNYA TERDAPAT RESLETING KANTUNG JARING. BAGIAN BAWAH TERDAPAT PIJAKAN KAKI AGAR TAS TIDAK MUDAH KOTOR. BISA MUAT BAJU 10PCS, BUAT BEPERGIAN 2-3 HARI. COCOK UNTUK MUDIK, TRAVELING",0.99,1.0,0,738740213_ID-1025756100,738740213.0,"[""MOTIF A"",""MOTIF B""]","[{""name"":""Warna"",""variations"":[""MOTIF A"",""MOTIF B""]}]",MOTIF A,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,"[""Belanja Rp50.000""]",No Brand,"[{""name"":""Warna"",""value"":""MOTIF A""}]",False,https://www.lazada.co.id,190.0,19000000.0,final_price|gmv
https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s14288476736.html,"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER",4.6,15.0,0.0,43000.0,IDR,"[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]",dewi05588,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7578640280_ID-14521834361""}]",Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah,0.96,1.0,1.0,7578640280_ID-14288476736,7578640280.0,null,"[{""name"":""HANDEL"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]",,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",False,[],Tidak Ada Merk,"[{""name"":""HANDEL"",""value"":""lojel peach""}]",False,https://www.lazada.co.id,56.0,2408000.0,final_price|rating
